time,symbol,r,atr,risk_pct,lot_size,pnl,equity,tier
2025-10-24 09:45:00,Volatility 75 Index,-1.075368382065128,0.0,5.0,0.09,-9.723707618617922,171.12050875948682,AGGRESSIVE
2025-10-24 11:05:00,XAUUSD,-2.0131300296484365,0.0,5.0,0.09,-17.22439174362206,153.89611701586477,AGGRESSIVE
2025-10-24 16:55:00,Volatility 75 Index,0.5893444158675315,0.0,2.5,0.04,2.2674454296749027,156.16356244553967,AGGRESSIVE
2025-10-24 17:55:00,XAUUSD,0.7206349206349416,0.0,2.5,0.04,2.813422910725281,158.97698535626495,AGGRESSIVE
2025-10-25 04:25:00,Volatility 75 Index,-0.42848700815574603,0.0,2.5,0.04,-1.7029893205231454,157.2739960357418,AGGRESSIVE
2025-10-25 16:50:00,Volatility 75 Index,1.3085604645449056,0.0,2.5,0.04,5.1450633328340984,162.4190593685759,AGGRESSIVE
2025-10-25 17:10:00,Volatility 75 Index,-0.5334885546239758,0.0,2.5,0.04,-2.1662177306481816,160.2528416379277,AGGRESSIVE
2025-10-25 19:40:00,Volatility 75 Index,0.8051975544709957,0.0,2.5,0.04,3.225879904597179,163.47872154252488,AGGRESSIVE
2025-10-26 07:25:00,Volatility 75 Index,-0.3777689164486006,0.0,5.0,0.08,-3.0878589749761063,160.39086256754877,AGGRESSIVE
2025-10-26 07:45:00,Volatility 75 Index,0.8638212683493469,0.0,2.5,0.04,3.4637259583686446,163.85458852591742,AGGRESSIVE
2025-10-26 09:00:00,Volatility 75 Index,-0.5732007594817928,0.0,5.0,0.08,-4.696078729381626,159.15850979653578,AGGRESSIVE
2025-10-26 10:25:00,Volatility 75 Index,-1.5829527842355922,0.0,2.5,0.04,-6.298510155430352,152.85999964110542,AGGRESSIVE
2025-10-26 10:45:00,Volatility 75 Index,-1.370677934044451,0.0,2.5,0.04,-5.238045712652648,147.62195392845277,AGGRESSIVE
2025-10-27 06:45:00,Volatility 75 Index,-1.6689012420141176,0.0,2.5,0.04,-6.159161556493642,141.46279237195913,AGGRESSIVE
2025-10-27 07:55:00,XAUUSD,0.09493484285630918,0.0,2.5,0.04,0.3357436990961658,141.79853607105528,AGGRESSIVE
2025-10-27 11:45:00,XAUUSD,-1.0457480573492373,0.0,2.5,0.04,-3.707138590781795,138.09139748027349,AGGRESSIVE
2025-10-27 20:15:00,XAUUSD,-1.1335516739446736,0.0,2.5,0.03,-3.913343369278082,134.1780541109954,AGGRESSIVE
2025-10-28 03:35:00,Volatility 75 Index,0.21366543498650198,0.0,2.5,0.03,0.7167303074317057,134.8947844184271,AGGRESSIVE
2025-10-28 06:45:00,Volatility 75 Index,-1.3427947738024468,0.0,2.5,0.03,-4.528400288256791,130.3663841301703,AGGRESSIVE
2025-10-28 20:05:00,XAUUSD,-1.6274910577413477,0.0,2.5,0.03,-5.304253110048143,125.06213102012217,AGGRESSIVE
2025-10-28 22:10:00,XAUUSD,-0.3498192815519683,0.0,2.5,0.03,-1.0937286205704317,123.96840239955174,AGGRESSIVE
2025-10-28 22:20:00,XAUUSD,-0.3661920042786587,0.0,2.5,0.03,-1.1349059435478785,122.83349645600386,AGGRESSIVE
2025-10-29 00:25:00,XAUUSD,0.8982529154203046,0.0,2.5,0.03,2.7583886575718783,125.59188511357574,AGGRESSIVE
2025-10-29 03:05:00,Volatility 75 Index,1.0752889085174955,0.0,2.5,0.03,3.3761890265607892,128.96807414013654,AGGRESSIVE
2025-10-29 03:15:00,Volatility 75 Index,0.8745735922291171,0.0,2.5,0.03,2.8198017970902582,131.7878759372268,AGGRESSIVE
2025-10-29 03:25:00,Volatility 75 Index,1.2519640775401677,0.0,2.5,0.03,4.124842163218206,135.912718100445,AGGRESSIVE
2025-10-29 03:30:00,Volatility 75 Index,1.1580412110308427,0.0,2.5,0.03,3.934813216588322,139.84753131703332,AGGRESSIVE
2025-10-30 02:10:00,XAUUSD,0.08671507902609055,0.0,2.5,0.03,0.30317224324400543,140.15070356027732,AGGRESSIVE
2025-10-30 07:25:00,XAUUSD,-0.9010969087118552,0.0,2.5,0.04,-3.1572341432989375,136.99346941697837,AGGRESSIVE
2025-10-30 08:30:00,Volatility 75 Index,0.6159653674940708,0.0,2.5,0.03,2.109580818342921,139.1030502353213,AGGRESSIVE
2025-10-30 08:55:00,Volatility 75 Index,1.0392955691356482,0.0,2.5,0.03,3.614229594070573,142.71727982939186,AGGRESSIVE
2025-10-30 13:00:00,XAUUSD,-1.5345428252152398,0.0,2.5,0.04,-5.475144444910724,137.24213538448114,AGGRESSIVE
2025-10-31 02:10:00,XAUUSD,0.9433728981206714,0.0,2.5,0.03,3.236762775048188,140.47889815952934,AGGRESSIVE
2025-10-31 02:15:00,XAUUSD,-0.990270480638253,0.0,2.5,0.04,-3.477802649999233,137.0010955095301,AGGRESSIVE
2025-10-31 07:40:00,XAUUSD,-1.163600717473864,0.0,2.5,0.03,-3.985364325739865,133.01573118379025,AGGRESSIVE
2025-10-31 11:25:00,Volatility 75 Index,0.9227986959935968,0.0,2.5,0.03,3.068668582075911,136.08439976586615,AGGRESSIVE
2025-10-31 12:15:00,Volatility 75 Index,-0.7102421741238826,0.0,2.5,0.03,-2.416321998851309,133.66807776701484,AGGRESSIVE
2025-11-01 01:25:00,Volatility 75 Index,-0.9332636634613175,0.0,2.5,0.03,-3.118688998616914,130.54938876839793,AGGRESSIVE
2025-11-01 03:05:00,Volatility 75 Index,1.519325511707035,0.0,2.5,0.03,4.958675422339671,135.5080641907376,AGGRESSIVE
2025-11-01 07:55:00,Volatility 75 Index,0.8678847368298073,0.0,2.5,0.03,2.9401345157123733,138.44819870644997,AGGRESSIVE
2025-11-01 08:05:00,Volatility 75 Index,-0.969833691291093,0.0,2.5,0.03,-3.3567931901019774,135.091405516348,AGGRESSIVE
2025-11-01 13:05:00,Volatility 75 Index,0.9224292119598283,0.0,2.5,0.03,3.1153064683247624,138.20671198467278,AGGRESSIVE
2025-11-02 09:25:00,Volatility 75 Index,1.1086907739894074,0.0,2.5,0.03,3.8307126620204497,142.03742464669324,AGGRESSIVE
2025-11-02 09:35:00,Volatility 75 Index,1.009840172807933,0.0,2.5,0.04,3.5858774362602617,145.6233020829535,AGGRESSIVE
2025-11-02 09:50:00,Volatility 75 Index,-0.7948045479660768,0.0,2.5,0.04,-2.8935515696342327,142.72975051331926,AGGRESSIVE
2025-11-02 15:20:00,Volatility 75 Index,1.171561859659132,0.0,2.5,0.04,4.180418298501706,146.91016881182097,AGGRESSIVE
2025-11-02 19:55:00,Volatility 75 Index,1.1843832020997558,0.0,2.5,0.04,4.349948403959005,151.26011721577999,AGGRESSIVE
2025-11-03 00:00:00,XAUUSD,-0.11688780575868034,0.0,2.5,0.04,-0.4420115800038328,150.81810563577616,AGGRESSIVE
2025-11-03 00:50:00,Crash 500 Index,1.8353951247316462,0.0,2.5,0.04,6.92027039512915,157.7383760309053,AGGRESSIVE
2025-11-03 01:10:00,Crash 500 Index,-2.710551790900128,0.0,2.5,0.04,-10.688950941106206,147.0494250897991,AGGRESSIVE
2025-11-03 07:05:00,Volatility 75 Index,-0.9627665199146801,0.0,2.5,0.04,-3.539356581229008,143.51006850857007,AGGRESSIVE
2025-11-03 07:10:00,XAUUSD,-1.3637414730026078,0.0,2.5,0.04,-4.892765805464563,138.6173027031055,AGGRESSIVE
2025-11-04 01:10:00,Volatility 75 Index,1.0024230138808434,0.0,2.5,0.03,3.4738293587920057,142.09113206189753,AGGRESSIVE
2025-11-04 01:40:00,Volatility 75 Index,0.8705664108207407,0.0,2.5,0.04,3.0924941712145504,145.18362623311208,AGGRESSIVE
2025-11-04 03:40:00,XAUUSD,-0.9560775842671585,0.0,2.5,0.04,-3.4701702661024965,141.7134559670096,AGGRESSIVE
